sample	unit	platform	fq1	fq2
mon-mon_400M	L1	Illumina	raw/mon-mon_400M_L1_R1.fastq.gz	raw/mon-mon_400M_L1_R2.fastq.gz
mon-mon_CP-4187-10X	L1	Illumina	raw/mon-mon_CP-4187-10X_L1_R1.fastq.gz	raw/mon-mon_CP-4187-10X_L1_R2.fastq.gz
Del_leu	L1	Illumina	raw/Del_leu_L1_R1.fastq.gz	raw/Del_leu_L1_R2.fastq.gz
